entry_time,entry_price,exit_time,exit_price,side,quantity,pnl,pnl_pct,holding_minutes,gross_pnl,transaction_cost
2022-04-01 10:29:00+05:30,2639.55,2022-04-01 15:30:00+05:30,2661.0,LONG,50,1032.499999999991,0.782330321456302,301.0,1072.499999999991,40.0
2022-04-04 11:29:00+05:30,2661.05,2022-04-04 15:29:00+05:30,2660.65,LONG,50,-60.00000000000455,-0.04509498130437575,240.0,-20.000000000004547,40.0
2022-04-05 10:29:00+05:30,2644.95,2022-04-05 15:30:00+05:30,2626.0,SHORT,50,907.4999999999909,0.6862133499688016,301.0,947.4999999999909,40.0
2022-04-06 10:19:00+05:30,2600.25,2022-04-06 15:30:00+05:30,2616.0,SHORT,50,-827.5,-0.6364772618017499,311.0,-787.5,40.0
2022-04-07 10:14:00+05:30,2588.25,2022-04-07 15:30:00+05:30,2572.2,SHORT,50,762.5000000000091,0.5892011977204745,316.0,802.5000000000091,40.0
2022-04-08 10:14:00+05:30,2592.0,2022-04-08 15:29:00+05:30,2617.95,LONG,50,1257.499999999991,0.9702932098765361,315.0,1297.499999999991,40.0
2022-04-11 10:19:00+05:30,2586.65,2022-04-11 13:31:00+05:30,2636.65,SHORT,50,-2540.0,-1.9639301799624995,192.0,-2500.0,40.0
2022-04-11 13:39:00+05:30,2631.4,2022-04-11 15:29:00+05:30,2610.95,LONG,50,-1062.5000000000136,-0.8075549137341443,110.0,-1022.5000000000136,40.0
2022-04-12 10:19:00+05:30,2572.15,2022-04-12 15:30:00+05:30,2560.0,SHORT,50,567.5000000000045,0.44126508951655585,311.0,607.5000000000045,40.0
2022-04-13 10:34:00+05:30,2573.25,2022-04-13 15:29:00+05:30,2551.9,SHORT,50,1027.4999999999955,0.7986009909647297,295.0,1067.4999999999955,40.0
2022-04-18 10:19:00+05:30,2531.85,2022-04-18 15:30:00+05:30,2540.2,SHORT,50,-457.49999999999545,-0.36139581728775044,311.0,-417.49999999999545,40.0
2022-04-19 10:19:00+05:30,2600.0,2022-04-19 15:30:00+05:30,2626.0,LONG,50,1260.0,0.9692307692307692,311.0,1300.0,40.0
2022-04-20 10:24:00+05:30,2708.0,2022-04-20 15:30:00+05:30,2717.5,LONG,50,435.0,0.3212703101920236,306.0,475.0,40.0
2022-04-21 10:19:00+05:30,2765.9,2022-04-21 15:30:00+05:30,2782.0,LONG,50,764.9999999999955,0.5531653349723384,311.0,804.9999999999955,40.0
2022-04-22 10:19:00+05:30,2762.0,2022-04-22 15:30:00+05:30,2762.0,LONG,50,-40.0,-0.028964518464880518,311.0,0.0,40.0
2022-04-25 10:19:00+05:30,2741.1,2022-04-25 12:23:00+05:30,2701.1,LONG,50,-2040.0,-1.4884535405494144,124.0,-2000.0,40.0
2022-04-25 12:29:00+05:30,2696.2,2022-04-25 15:30:00+05:30,2696.0,SHORT,50,-30.000000000009095,-0.02225354202211193,181.0,9.999999999990905,40.0
2022-04-26 10:14:00+05:30,2733.05,2022-04-26 15:30:00+05:30,2788.2,LONG,50,2717.499999999982,1.9886207716653423,316.0,2757.499999999982,40.0
2022-04-27 10:14:00+05:30,2815.5,2022-04-27 13:01:00+05:30,2775.5,LONG,50,-2040.0,-1.449120937666489,167.0,-2000.0,40.0
2022-04-27 13:19:00+05:30,2778.5,2022-04-27 15:30:00+05:30,2776.0,SHORT,50,85.0,0.06118409213604463,131.0,125.0,40.0
2022-04-28 10:29:00+05:30,2813.75,2022-04-28 15:30:00+05:30,2810.0,LONG,50,-227.5,-0.16170590848511773,301.0,-187.5,40.0
2022-04-29 12:29:00+05:30,2839.05,2022-04-29 15:02:00+05:30,2799.05,LONG,50,-2040.0,-1.4371004385269721,153.0,-2000.0,40.0
2022-04-29 15:29:00+05:30,2800.0,2022-04-29 15:30:00+05:30,2799.7,SHORT,50,-24.999999999990905,-0.01785714285713636,1.0,15.000000000009095,40.0
2022-05-02 10:34:00+05:30,2777.95,2022-05-02 15:29:00+05:30,2780.9,LONG,50,107.50000000001364,0.07739520149751698,295.0,147.50000000001364,40.0
2022-05-04 10:14:00+05:30,2766.95,2022-05-04 14:35:00+05:30,2686.95,SHORT,50,3960.0,2.862357469415783,261.0,4000.0,40.0
