"Token", "ShortName", "Series", "CompanyName", "ticksize", "Lotsize", "DateOfListing", "DateOfDeListing", "IssuePrice", "FaceValue", "ISINCode", "52WeeksHigh", "52WeeksLow", "LifeTimeHigh", "LifeTimeLow", "HighDate", "LowDate", "Symbol", "InstrumentType", "PermittedToTrade", "IssueCapital", "WarningPercent", "FreezePercent", "CreditRating", "IssueRate", "IssueStartDate", "InterestPaymentDate", "IssueMaturityDate", "BoardLotQty", "Name", "ListingDate", "ExpulsionDate", "ReAdmissionDate", "RecordDate", "ExpiryDate", "NoDeliveryStartDate", "NoDeliveryEndDate", "MFill", "AON", "ParticipantInMarketIndex", "BookClsStartDate", "BookClsEndDate", "EGM", "AGM", "Interest", "Bonus", "Rights", "Dividends", "LocalUpdateDateTime", "DeleteFlag", "Remarks", "NormalMarketStatus", "OddLotMarketStatus", "SpotMarketStatus", "AuctionMarketStatus", "NormalMarketEligibility", "OddLotlMarketEligibility", "SpotMarketEligibility", "AuctionlMarketEligibility", "MarginPercentage", "ExchangeCode"
"14180","NMDSTE","EQ","NMDC STEEL LIMITED",0.01,1,"","",0,10,"INE0NNS01018",53.75,33.01,73.7,29.75,"","","",0,0,0,54.34,36.24,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","NSLNISP"
"14188","RARE1","BE","RAJ OIL MILLS LIMITED RE",0.01,1,"","",0,10,"INE294G20018",16.4,2.7,16.4,2.7,"","","",0,0,0,3.6,3.3,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ROML-RE"
"14194","NINSYS","EQ","NINtec SYSTEMS LTD",0.01,1,"","",0,10,"INE395U01014",935,281.05,935,136.67,"","","",0,0,0,752.3,680.7,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","NINSYS"
"14198","TIMIND","EQ","TIMKEN INDIA LIMITED",0.01,1,"","",0,10,"INE325A01013",3925,2800.5,4817.9,21,"","","",0,0,0,3912.3,2608.3,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","TIMKEN"
"14203","HUBLIM","EQ","HUBTOWN LIMITED",0.01,1,"","",0,10,"INE703H01016",365.7,168.15,2359.95,7,"","","",0,0,0,227.65,151.77,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","HUBTOWN"
"14204","LEAREC","SM","LEAD RECLAIM N RUBBER PRODUCTS",0.01,1,"","",0,10,"INE0H4B01011",98.9,59.15,121.65,25,"","","",0,0,0,87.65,79.35,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","LRRPL"
"14208","TV18BR","EQ","TV18 BROADCAST LIMITED",0.01,1,"","",0,2,"INE886H01027",68.7,38.65,215.06,11.9,"","","",0,0,0,54.32,36.21,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","TV18BRDCST"
"14214","INDMU1","N0","INDORE MUNICIPAL CORP SR I8.25",0.01,1,"","",0,250,"INE00QS24019",0,0,265.98,215.15,"","","",0,0,0,308.52,205.68,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","IMC1"
"14217","POCIND","BE","POCHIRAJU INDUSTRIES LIMITED",0.01,1,"","",0,10,"INE332G01032",0,0,88.55,1.95,"","","",0,0,0,2,1.9,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","POCHIRAJU"
"14218","CAMTEC","EQ","CAMBRIDGE TECHNOLOGY ENTERPRIS",0.01,1,"","",0,10,"INE627H01017",59.93,20.51,163.45,2.85,"","","",0,0,0,39.37,35.63,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","CTE"
"14219","INDMU2","N1","INDORE MUNICIPAL CORP SR B8.25",0.01,1,"","",0,250,"INE00QS24043",0,0,287.5,240,"","","",0,0,0,301.2,200.8,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","IMC1"
"14223","TECIND","EQ","TECHNOCRAFT INDUSTRIES (INDIA)",0.01,1,"","",0,10,"INE545H01011",3020,1868.5,3933,17,"","","",0,0,0,3465.1,2310.1,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","TIIL"
"14224","INDMU3","N2","INDORE MUNICIPAL CORP C8.25",0.01,1,"","",0,250,"INE00QS24027",0,0,284,207,"","","",0,0,0,300,200,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","IMC1"
"14228","INDMU4","N3","INDORE MUNICIPAL CORP SR 8.25",0.01,1,"","",0,250,"INE00QS24035",0,0,269,211,"","","",0,0,0,302.4,201.6,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","IMC1"
"14230","HDF500","EQ","HDFC BSE 500 ETF",0.01,1,"","",0,23.86,"INF179KC1EZ4",40,32.65,44.4,22.35,"","","",0,0,0,45.58,30.4,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","HDFCBSE500"
"14233","HDF250","EQ","HDFC NIFTY Smallcap 250 ETF",0.01,1,"","",0,91.31,"INF179KC1FB2",189.51,142.7,189.95,85,"","","",0,0,0,221.79,147.87,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","HDFCSML250"
"14236","HDF150","EQ","HDFC NIFTY Midcap 150 ETF",0.01,1,"","",0,115.95,"INF179KC1HT0",25.2,19.42,25.2,11.08,"","","",0,0,0,28.58,19.06,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","HDFCMID150"
"1424","HINZIN","EQ","HINDUSTAN ZINC LTD",0.01,1,"","",0,2,"INE267A01025",733,418,807.7,0.45,"","","",0,0,0,636.15,520.55,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","HINDZINC"
"14245","TVSSRI","EQ","TVS SRICHAKRA LIMITED",0.01,1,"","",0,10,"INE421C01016",4775.8,2812,5097,24,"","","",0,0,0,4793.8,3196,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","TVSSRICHAK"
"14251","618K24","GS","6.18% G-SEC. 4 NOV 24",0.01,1,"","",0,100,"IN0020190396",0,0,109.8,94.05,"","","",0,0,0,108.01,97.72,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","618GS2024"
"14252","SGBT33","GB","2.50% SOV. GOLD BOND 30 OCT 27",0.01,1,"","",0,1000,"IN0020190388",0,0,18648.99,3344.95,"","","",0,0,0,16568.2,13555.8,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","SGBOCT27VI"
"14255","REDIND","EQ","REDINGTON LIMITED",0.01,1,"","",0,2,"INE891D01026",364.5,191.31,364.5,7.97,"","","",0,0,0,415.2,276.8,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","REDINGTON"
"14256","AARPP1","E1","AARTI SURFACTANTS LTD PP",0.01,1,"","",0,1,"IN909EO01012",0,0,477,180.8,"","","",0,0,0,455.45,303.65,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","AARTIPP"
"1426","MOHHEA","SM","MOHINI HEALTH AND HYGIENE LTD",0.01,1,"","",0,10,"INE450S01011",56.95,29.2,96.95,11.35,"","","",0,0,0,37.05,33.55,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","MHHL"
"14260","PEAGL","EQ","PEARL GLOBAL INDUSTRIES LTD",0.01,1,"","",0,5,"INE940H01022",2539.6,1178.1,2539.6,18.08,"","","",0,0,0,2957.8,1972,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","PGIL"
"14263","AGAFLO","SM","AGARWAL FLOAT GLASS INDIA LTD",0.01,1,"","",0,10,"INE0MLA01012",71.25,21.85,103.95,21.85,"","","",0,0,0,38.55,34.95,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","AGARWALFT"
"1427","HINPOW","EQ","HINDUSTAN POWERPLUS LTD",0.01,1,"","",0,10,"INE554A01018",0,0,152.5,11.25,"","","",0,0,0,24.6,16.4,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","HINPOWPLUS"
"14278","ORIBEL","EQ","ORIENT BELL LIMITED",0.01,1,"","",0,10,"INE607D01018",367.7,238.75,822.15,13,"","","",0,0,0,428.75,285.85,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","ORIENTBELL"
"14283","TQE23D","TB","TBILL 91 Day  25MY23",0.01,1,"","",0,100,"IN002022X478",0,0,0,0,"","","",0,0,0,104.68,94.71,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","91D250523"
"14284","THH23D","TB","TBILL 182 Day 24AG23",0.01,1,"","",0,100,"IN002022Y484",0,0,0,0,"","","",0,0,0,104.98,94.99,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","182D240823"
"14285","TYB24D","TB","TBILL 364 Day 22FB24",0.01,1,"","",0,100,"IN002022Z473",0,0,0,0,"","","",0,0,0,104.64,94.67,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","364D220224"
"14286","MIRGOL","EQ","MIRAE ASSET GOLD ETF",0.01,1,"","",0,10,"INF769K01JP9",173.5,96.03,173.5,47.6,"","","",0,0,0,177.52,118.36,"",0,"","","",0,"","","","","","","","","","","","","","","","","","","","","","","0",0,0,0,"","","","","","GOLDETF"
